,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33612,30,services,single,secondary,no,20,yes,no,cellular,20,apr,404,6,340,1,failure,no
509,26,admin.,single,secondary,no,712,yes,no,unknown,6,may,232,1,-1,0,unknown,no
31708,44,unemployed,divorced,secondary,no,522,no,no,cellular,7,apr,411,1,-1,0,unknown,no
37208,34,management,married,tertiary,no,0,yes,no,cellular,13,may,324,2,-1,0,unknown,no
6539,34,technician,single,secondary,no,-476,yes,no,unknown,27,may,92,4,-1,0,unknown,no
31953,41,blue-collar,married,secondary,no,-56,yes,no,cellular,13,apr,137,1,333,2,other,no
19096,47,admin.,married,secondary,no,718,yes,yes,cellular,5,aug,195,2,-1,0,unknown,no
2323,28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,-1,0,unknown,no
32089,78,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,-1,0,unknown,yes
22288,47,self-employed,married,secondary,no,3279,no,no,cellular,21,aug,189,4,-1,0,unknown,no
8050,31,unemployed,single,secondary,no,8,yes,no,unknown,2,jun,123,1,-1,0,unknown,no
6135,32,blue-collar,married,secondary,no,-1500,yes,no,unknown,27,may,157,2,-1,0,unknown,no
2000,52,management,married,primary,no,226,yes,no,unknown,9,may,86,4,-1,0,unknown,no
32527,37,services,married,secondary,no,616,yes,no,cellular,17,apr,18,1,-1,0,unknown,no
42139,40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,177,2,85,3,failure,no
25346,36,entrepreneur,divorced,tertiary,no,299,yes,no,cellular,18,nov,583,2,-1,0,unknown,no
26289,36,services,married,secondary,no,11462,yes,no,cellular,20,nov,993,1,-1,0,unknown,yes
9200,52,management,married,tertiary,no,1111,no,no,unknown,5,jun,17,1,-1,0,unknown,no
39652,34,management,single,tertiary,no,2555,yes,no,cellular,26,may,129,2,-1,0,unknown,no
21604,58,admin.,married,primary,no,0,no,no,cellular,19,aug,109,6,-1,0,unknown,no
43796,28,technician,married,secondary,no,742,no,no,cellular,26,may,236,1,-1,0,unknown,yes
6189,23,admin.,single,secondary,no,345,yes,no,unknown,27,may,330,2,-1,0,unknown,no
5811,28,technician,married,secondary,no,930,yes,yes,unknown,26,may,112,1,-1,0,unknown,no
13255,28,management,single,unknown,no,81,no,yes,cellular,8,jul,158,1,-1,0,unknown,no
6591,33,blue-collar,single,tertiary,no,-303,yes,no,unknown,28,may,126,2,-1,0,unknown,no
13418,57,housemaid,married,primary,no,2,no,no,telephone,9,jul,138,3,-1,0,unknown,no
1758,33,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,109,1,-1,0,unknown,no
16616,50,entrepreneur,married,primary,no,1327,no,yes,cellular,24,jul,325,1,-1,0,unknown,no
43187,37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
26120,36,services,married,tertiary,no,45,no,no,cellular,19,nov,52,3,-1,0,unknown,no
37909,49,management,divorced,tertiary,no,1253,yes,no,cellular,14,may,83,2,-1,0,unknown,no
29146,36,services,married,secondary,no,145,yes,no,cellular,2,feb,109,1,252,2,other,no
34871,37,technician,married,secondary,no,83,yes,no,cellular,6,may,68,1,363,1,failure,no
37186,52,blue-collar,married,secondary,no,33,no,yes,cellular,13,may,204,1,331,3,success,no
28527,44,management,married,secondary,no,488,no,yes,cellular,29,jan,138,2,183,11,failure,no
12470,47,management,married,primary,yes,145,no,yes,unknown,1,jul,163,1,-1,0,unknown,no
18267,38,unemployed,married,primary,no,311,no,no,telephone,31,jul,80,11,-1,0,unknown,no
31017,35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,-1,0,unknown,yes
10395,36,student,single,unknown,no,172,no,no,unknown,12,jun,81,1,-1,0,unknown,no
11273,37,blue-collar,married,secondary,no,523,no,no,unknown,18,jun,257,2,-1,0,unknown,no
27106,38,management,married,tertiary,no,162,yes,no,cellular,21,nov,143,1,-1,0,unknown,no
3810,37,blue-collar,single,primary,no,117,yes,no,unknown,16,may,196,3,-1,0,unknown,no
39784,34,admin.,single,secondary,no,528,no,no,cellular,1,jun,165,1,124,1,other,no
30241,43,management,married,unknown,no,587,yes,no,cellular,5,feb,11,6,231,9,failure,no
26572,46,admin.,married,secondary,no,2869,yes,no,cellular,20,nov,151,2,-1,0,unknown,no
29385,65,retired,married,tertiary,no,162,no,no,cellular,2,feb,141,2,-1,0,unknown,no
27995,43,blue-collar,married,secondary,no,1035,no,no,cellular,28,jan,122,1,-1,0,unknown,no
33325,42,entrepreneur,single,secondary,no,1049,yes,yes,cellular,20,apr,180,1,-1,0,unknown,no
39143,27,management,single,tertiary,no,574,yes,no,cellular,18,may,196,3,-1,0,unknown,no
214,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no
38791,30,management,married,tertiary,no,1022,yes,no,cellular,18,may,97,2,298,1,failure,no
31111,61,retired,married,primary,no,197,no,no,cellular,17,feb,113,1,-1,0,unknown,yes
23263,46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,-1,0,unknown,yes
39348,31,blue-collar,single,secondary,no,1124,yes,no,cellular,18,may,82,4,-1,0,unknown,no
22410,43,technician,married,secondary,no,221,no,no,cellular,22,aug,73,2,-1,0,unknown,no
39115,21,student,single,tertiary,no,2764,yes,no,cellular,18,may,78,2,354,2,failure,no
11570,57,retired,married,secondary,no,2020,no,no,unknown,19,jun,93,4,-1,0,unknown,no
9891,45,admin.,married,secondary,no,967,no,no,unknown,9,jun,63,1,-1,0,unknown,no
21080,34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
39161,52,blue-collar,married,secondary,no,266,yes,no,cellular,18,may,87,2,299,3,other,no
9786,44,management,married,tertiary,no,2876,no,no,unknown,9,jun,125,1,-1,0,unknown,no
14656,36,blue-collar,married,secondary,no,-231,no,yes,cellular,15,jul,779,2,-1,0,unknown,no
27511,41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure,no
21029,34,management,single,tertiary,no,416,no,no,cellular,14,aug,1217,4,-1,0,unknown,no
12062,53,housemaid,married,primary,no,3166,no,no,unknown,20,jun,14,12,-1,0,unknown,no
39766,38,housemaid,divorced,secondary,no,70,no,no,cellular,1,jun,263,1,-1,0,unknown,yes
27730,40,management,married,tertiary,no,378,yes,yes,cellular,28,jan,260,1,268,2,failure,no
3857,32,blue-collar,single,primary,no,100,yes,no,unknown,16,may,376,2,-1,0,unknown,no
35704,39,management,divorced,tertiary,no,299,yes,no,cellular,8,may,40,2,-1,0,unknown,no
33349,32,management,married,tertiary,no,3154,no,no,cellular,20,apr,96,2,150,2,failure,no
277,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,unknown,no
4897,30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
44105,23,student,single,secondary,no,1809,no,no,cellular,8,jul,414,2,-1,0,unknown,yes
2805,50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14,may,421,1,-1,0,unknown,no
29997,48,management,single,secondary,no,7,no,no,cellular,4,feb,191,1,-1,0,unknown,no
8095,37,blue-collar,married,primary,no,1720,yes,no,unknown,2,jun,118,1,-1,0,unknown,no
23164,50,blue-collar,married,secondary,no,3558,no,no,cellular,26,aug,84,10,-1,0,unknown,no
32559,38,management,single,tertiary,no,35,yes,no,cellular,17,apr,156,1,273,3,failure,no
23224,58,management,married,tertiary,no,2076,no,no,cellular,27,aug,49,4,-1,0,unknown,no
40165,35,management,married,tertiary,no,697,no,no,cellular,5,jun,57,2,304,1,failure,no
8302,37,admin.,divorced,secondary,no,673,yes,no,unknown,2,jun,509,2,-1,0,unknown,no
11598,38,blue-collar,married,secondary,no,1403,no,no,unknown,19,jun,146,2,-1,0,unknown,no
6570,39,blue-collar,married,tertiary,no,206,yes,yes,unknown,28,may,153,3,-1,0,unknown,no
17968,43,blue-collar,single,secondary,no,99,no,no,cellular,30,jul,226,2,-1,0,unknown,no
27096,34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,nov,963,1,-1,0,unknown,yes
31555,56,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,no
25903,44,technician,married,primary,no,7800,yes,no,cellular,19,nov,250,1,-1,0,unknown,no
38436,30,technician,married,primary,no,95,yes,no,cellular,15,may,220,2,298,1,failure,no
27721,39,technician,married,secondary,no,616,no,no,telephone,8,dec,170,1,-1,0,unknown,no
11429,41,technician,divorced,secondary,no,586,yes,no,unknown,19,jun,223,1,-1,0,unknown,no
20282,37,management,single,secondary,no,24,yes,yes,cellular,11,aug,232,4,-1,0,unknown,no
35064,55,admin.,married,secondary,no,6205,no,no,cellular,6,may,233,2,-1,0,unknown,no
18078,60,housemaid,married,primary,no,726,no,yes,cellular,30,jul,94,5,-1,0,unknown,no
6200,31,services,married,secondary,no,-641,yes,yes,unknown,27,may,296,2,-1,0,unknown,no
4329,41,technician,married,secondary,no,501,yes,no,unknown,19,may,579,5,-1,0,unknown,yes
27600,44,housemaid,married,primary,no,2388,no,no,cellular,21,nov,570,2,-1,0,unknown,no
20381,34,management,married,tertiary,no,1054,no,no,cellular,11,aug,101,3,-1,0,unknown,no
6451,44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,3094,2,-1,0,unknown,yes
18216,43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,-1,0,unknown,yes
1963,39,services,single,secondary,no,126,yes,no,unknown,9,may,211,2,-1,0,unknown,no
23357,44,technician,married,secondary,no,682,no,no,cellular,27,aug,85,3,-1,0,unknown,no
9667,59,unknown,single,secondary,no,3237,no,no,unknown,6,jun,100,3,-1,0,unknown,no
43421,27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
9647,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
22685,32,technician,married,secondary,no,1840,yes,no,cellular,25,aug,99,13,-1,0,unknown,no
25358,39,management,married,tertiary,no,9579,yes,no,cellular,18,nov,160,3,-1,0,unknown,no
39964,34,management,married,tertiary,no,1870,yes,no,cellular,3,jun,68,1,-1,0,unknown,no
21085,51,technician,married,tertiary,no,4455,no,no,telephone,14,aug,85,4,-1,0,unknown,no
42325,75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes
20074,31,admin.,married,tertiary,no,323,no,no,cellular,11,aug,120,3,-1,0,unknown,no
16984,42,blue-collar,married,secondary,no,0,yes,no,cellular,25,jul,184,2,-1,0,unknown,no
34748,40,admin.,divorced,secondary,no,83,yes,no,cellular,6,may,327,1,280,6,failure,no
8235,35,blue-collar,married,secondary,no,98,yes,no,unknown,2,jun,136,1,-1,0,unknown,no
8644,52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no
28648,27,self-employed,single,tertiary,no,139,no,no,cellular,29,jan,144,3,-1,0,unknown,no
20833,40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,-1,0,unknown,yes
31824,44,admin.,married,secondary,no,1807,yes,yes,cellular,8,apr,229,1,313,1,failure,no
33906,27,student,single,tertiary,no,1390,no,no,cellular,30,apr,152,1,-1,0,unknown,no
41731,26,self-employed,single,tertiary,no,993,no,no,cellular,8,oct,152,1,-1,0,unknown,no
38922,31,management,single,secondary,no,360,yes,no,cellular,18,may,309,1,-1,0,unknown,yes
4811,35,admin.,married,secondary,no,498,yes,no,unknown,21,may,248,1,-1,0,unknown,no
28553,26,student,single,secondary,no,352,no,no,cellular,29,jan,202,2,-1,0,unknown,no
36360,50,blue-collar,married,secondary,no,1400,yes,no,cellular,11,may,189,1,-1,0,unknown,no
18801,36,blue-collar,married,unknown,no,-742,yes,yes,cellular,31,jul,110,3,-1,0,unknown,no
24603,47,technician,married,secondary,no,734,yes,no,cellular,17,nov,92,3,-1,0,unknown,no
31887,56,blue-collar,married,primary,no,247,no,no,telephone,9,apr,126,4,-1,0,unknown,no
1944,31,services,single,secondary,yes,68,yes,no,unknown,9,may,169,2,-1,0,unknown,no
5452,28,blue-collar,single,secondary,no,369,yes,no,unknown,23,may,411,3,-1,0,unknown,no
29398,37,blue-collar,married,primary,no,643,yes,yes,cellular,2,feb,81,3,269,3,other,no
1056,44,blue-collar,married,primary,no,-171,yes,no,unknown,7,may,441,2,-1,0,unknown,no
28272,27,management,married,tertiary,no,145,no,no,cellular,29,jan,103,1,-1,0,unknown,no
10393,45,management,married,primary,no,0,no,yes,unknown,12,jun,54,1,-1,0,unknown,no
7546,38,entrepreneur,single,secondary,no,473,yes,yes,unknown,30,may,133,4,-1,0,unknown,no
18920,44,unemployed,single,tertiary,no,810,no,no,cellular,4,aug,184,1,-1,0,unknown,no
14485,38,blue-collar,single,tertiary,no,263,yes,no,cellular,14,jul,84,6,-1,0,unknown,no
11596,29,admin.,single,secondary,no,613,yes,no,unknown,19,jun,779,1,-1,0,unknown,no
7412,55,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown,no
35679,27,management,single,tertiary,no,1137,yes,no,cellular,8,may,26,1,-1,0,unknown,no
21104,36,technician,single,secondary,no,318,no,no,cellular,14,aug,924,4,-1,0,unknown,no
39775,45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,yes
23838,46,management,single,tertiary,no,134,no,no,cellular,29,aug,40,2,-1,0,unknown,no
7695,37,self-employed,divorced,tertiary,no,1513,no,no,unknown,30,may,510,1,-1,0,unknown,no
4845,48,self-employed,married,secondary,no,4746,yes,no,unknown,21,may,32,11,-1,0,unknown,no
2536,34,technician,single,tertiary,no,2,yes,no,unknown,13,may,60,2,-1,0,unknown,no
892,31,services,married,tertiary,no,309,yes,yes,unknown,7,may,294,1,-1,0,unknown,no
2247,44,blue-collar,married,secondary,no,78,yes,no,unknown,12,may,253,2,-1,0,unknown,no
29763,38,management,single,tertiary,no,175,yes,yes,cellular,4,feb,139,5,-1,0,unknown,no
13353,47,management,married,tertiary,no,1890,no,no,cellular,8,jul,161,1,-1,0,unknown,no
399,47,blue-collar,married,primary,no,206,yes,no,unknown,6,may,152,1,-1,0,unknown,no
39274,57,retired,married,primary,no,341,yes,no,telephone,18,may,27,10,-1,0,unknown,no
12380,30,blue-collar,married,secondary,no,1131,yes,yes,unknown,27,jun,148,5,-1,0,unknown,no
39827,60,management,married,tertiary,no,3824,no,no,cellular,1,jun,195,3,-1,0,unknown,no
35636,25,technician,single,secondary,no,50,yes,no,cellular,8,may,191,1,-1,0,unknown,no
1706,26,blue-collar,single,secondary,no,-116,yes,yes,unknown,9,may,208,1,-1,0,unknown,no
19236,54,housemaid,married,unknown,no,0,no,no,cellular,6,aug,189,2,-1,0,unknown,no
38360,58,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74,2,-1,0,unknown,no
6915,60,retired,married,primary,no,170,yes,no,unknown,28,may,338,2,-1,0,unknown,no
34561,43,blue-collar,married,primary,no,2598,no,no,cellular,5,may,272,2,-1,0,unknown,no
24128,26,management,single,tertiary,no,4683,yes,no,telephone,5,nov,5,1,-1,0,unknown,no
9266,26,blue-collar,married,secondary,no,986,yes,no,unknown,5,jun,209,3,-1,0,unknown,no
41016,56,retired,married,primary,no,9367,no,no,cellular,13,aug,320,2,101,2,success,yes
41862,44,technician,single,tertiary,no,643,no,no,cellular,16,oct,324,1,143,3,failure,yes
2578,55,technician,married,secondary,no,6958,yes,yes,unknown,13,may,178,2,-1,0,unknown,no
6752,44,entrepreneur,married,secondary,no,-20,no,no,unknown,28,may,167,3,-1,0,unknown,no
23851,30,management,single,tertiary,no,0,no,no,cellular,29,aug,135,2,-1,0,unknown,no
35840,42,blue-collar,married,primary,no,258,yes,no,cellular,8,may,18,1,366,1,failure,no
41078,32,technician,married,tertiary,no,2976,yes,no,cellular,14,aug,88,5,-1,0,unknown,no
14758,45,management,married,tertiary,no,1063,yes,no,cellular,16,jul,41,4,-1,0,unknown,no
6003,31,services,single,secondary,no,0,yes,no,unknown,26,may,223,2,-1,0,unknown,no
12918,28,services,single,secondary,no,198,no,no,cellular,7,jul,159,1,-1,0,unknown,no
13782,33,blue-collar,married,secondary,no,17,no,no,cellular,10,jul,489,1,-1,0,unknown,no
23411,56,technician,married,secondary,no,4073,no,no,cellular,27,aug,239,5,-1,0,unknown,no
37153,32,blue-collar,single,primary,no,7,yes,no,cellular,13,may,109,1,-1,0,unknown,no
43190,42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
11631,25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958,7,-1,0,unknown,yes
7834,27,technician,single,secondary,no,430,yes,yes,unknown,30,may,78,3,-1,0,unknown,no
2072,31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown,no
36323,37,admin.,divorced,secondary,no,246,yes,no,cellular,11,may,288,1,360,2,failure,no
32610,43,admin.,married,secondary,no,214,yes,no,telephone,17,apr,421,2,324,24,failure,no
1036,29,blue-collar,single,primary,no,365,yes,yes,unknown,7,may,245,2,-1,0,unknown,no
32978,38,blue-collar,married,secondary,no,566,yes,yes,telephone,17,apr,318,2,332,6,other,no
17032,29,services,single,secondary,no,-251,no,no,cellular,25,jul,98,1,-1,0,unknown,no
22798,35,technician,divorced,tertiary,no,-995,yes,yes,cellular,25,aug,734,4,-1,0,unknown,no
6935,57,admin.,married,secondary,no,100,no,no,unknown,28,may,23,16,-1,0,unknown,no
16884,28,technician,single,secondary,no,799,yes,no,cellular,25,jul,295,1,-1,0,unknown,no
37273,59,management,married,secondary,no,771,no,no,telephone,13,may,125,2,370,3,failure,no
43563,54,admin.,married,unknown,no,140,no,no,telephone,27,apr,473,2,182,2,failure,yes
43070,52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure,yes
1269,57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,no
5247,33,blue-collar,married,secondary,no,25,yes,no,unknown,23,may,3,3,-1,0,unknown,no
14297,35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,3,-1,0,unknown,yes
947,46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7,may,49,3,-1,0,unknown,no
21911,56,blue-collar,married,secondary,no,300,no,no,cellular,20,aug,184,3,-1,0,unknown,no
9809,42,self-employed,married,secondary,no,13242,no,no,unknown,9,jun,149,1,-1,0,unknown,no
34710,30,blue-collar,single,secondary,no,-390,yes,no,cellular,5,may,275,1,-1,0,unknown,no
32651,55,services,married,secondary,no,2990,yes,no,cellular,17,apr,83,1,-1,0,unknown,no
28850,45,entrepreneur,divorced,secondary,no,44,no,yes,cellular,30,jan,250,2,2,1,other,no
2180,34,blue-collar,married,secondary,no,187,yes,no,unknown,12,may,379,2,-1,0,unknown,no
19124,60,retired,married,secondary,no,0,no,no,cellular,5,aug,143,3,-1,0,unknown,no
31212,45,admin.,married,secondary,no,129,yes,no,cellular,2,mar,145,1,-1,0,unknown,no
40632,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,yes
39525,32,technician,single,tertiary,no,705,yes,no,cellular,25,may,414,2,35,4,failure,yes
16756,43,management,married,secondary,no,5,yes,no,cellular,24,jul,953,1,-1,0,unknown,no
24032,31,housemaid,single,secondary,no,13099,no,no,cellular,29,aug,6,9,-1,0,unknown,no
25706,44,services,married,primary,no,1161,yes,no,cellular,19,nov,402,1,184,5,failure,no
37415,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,yes
6165,29,technician,single,secondary,no,115,no,no,unknown,27,may,340,1,-1,0,unknown,no
41511,60,retired,married,secondary,no,0,no,no,cellular,9,sep,408,1,-1,0,unknown,yes
22671,41,technician,married,secondary,no,2039,no,no,cellular,25,aug,160,4,-1,0,unknown,no
41440,30,admin.,single,secondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,yes
32265,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,-1,0,unknown,yes
33201,34,blue-collar,married,primary,no,1217,yes,no,cellular,20,apr,142,2,328,3,failure,no
20424,54,management,married,tertiary,no,3020,no,no,cellular,12,aug,106,2,-1,0,unknown,no
12421,49,admin.,married,secondary,no,12,no,no,unknown,30,jun,217,2,-1,0,unknown,no
38313,45,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,may,262,2,-1,0,unknown,no
